work,edu,free_time,health,chores,category_else,age,job,mbti,gender
1.0832276646126486,-1.6518111510404048,-0.8084496439453811,0.5687964589945211,0.7208233930961893,0.0,37,8,11,1
-0.3144854510165756,-0.11524263844467934,1.7445492316716114,-0.9824666109905363,0.15914282704721056,0.0,23,3,1,0
0.38437110679803654,-0.8835268947425421,-1.6594492691510452,1.3444279939870498,0.7208233930961893,0.0,23,3,3,1
1.7820842224272608,-0.11524263844467934,-0.8084496439453811,-0.9824666109905363,-2.087579437148704,0.0,25,5,7,1
-1.0133420088311877,0.6530416178531834,1.7445492316716114,0.5687964589945211,-0.9642183050507468,0.0,40,8,11,1
1.0832276646126486,-0.11524263844467934,-0.8084496439453811,-0.9824666109905363,0.7208233930961893,0.0,30,4,4,0
1.0832276646126486,-1.6518111510404048,0.04254998126028305,-0.20683507599800763,0.7208233930961893,0.0,26,4,0,0
1.0832276646126486,-1.6518111510404048,-0.8084496439453811,0.5687964589945211,0.7208233930961893,0.0,37,8,11,1
-1.0133420088311877,-0.8835268947425421,1.7445492316716114,0.5687964589945211,0.15914282704721056,0.0,28,5,12,1
0.38437110679803654,1.4213258741510462,-1.6594492691510452,-0.20683507599800763,-2.087579437148704,0.0,22,4,12,1
-1.0133420088311877,0.6530416178531834,-0.8084496439453811,0.5687964589945211,0.7208233930961893,0.0,25,5,6,0
-1.0133420088311877,0.6530416178531834,-0.8084496439453811,0.5687964589945211,0.7208233930961893,0.0,29,4,14,1
1.7820842224272608,0.6530416178531834,0.04254998126028305,-0.9824666109905363,-2.087579437148704,0.0,29,4,14,1
-0.3144854510165756,-0.11524263844467934,0.8935496064659472,-0.9824666109905363,0.7208233930961893,0.0,28,3,9,0
-1.0133420088311877,-0.8835268947425421,0.04254998126028305,1.3444279939870498,0.7208233930961893,0.0,27,5,12,0
-0.3144854510165756,1.4213258741510462,0.8935496064659472,-0.9824666109905363,-0.4025377390017681,0.0,26,4,5,1
1.7820842224272608,0.6530416178531834,0.04254998126028305,-0.9824666109905363,-2.087579437148704,0.0,41,8,5,1
-1.0133420088311877,-0.8835268947425421,0.04254998126028305,1.3444279939870498,0.7208233930961893,0.0,28,3,9,0
0.38437110679803654,1.4213258741510462,-0.8084496439453811,-0.9824666109905363,0.15914282704721056,0.0,27,5,13,1
-0.3144854510165756,-0.11524263844467934,0.8935496064659472,-0.9824666109905363,0.7208233930961893,0.0,20,3,1,1
1.7820842224272608,-0.11524263844467934,-0.8084496439453811,-0.9824666109905363,0.15914282704721056,0.0,27,5,12,0
1.7820842224272608,0.6530416178531834,0.04254998126028305,-0.9824666109905363,-2.087579437148704,0.0,40,8,11,1
-0.3144854510165756,-0.11524263844467934,-1.6594492691510452,1.3444279939870498,0.7208233930961893,0.0,28,3,9,0
-1.0133420088311877,-0.8835268947425421,0.8935496064659472,0.5687964589945211,0.7208233930961893,0.0,30,3,15,1
-1.0133420088311877,1.4213258741510462,0.8935496064659472,0.5687964589945211,-0.9642183050507468,0.0,22,4,12,1
1.7820842224272608,-0.11524263844467934,-0.8084496439453811,-0.9824666109905363,0.15914282704721056,0.0,30,4,12,0
1.0832276646126486,-1.6518111510404048,0.04254998126028305,-0.20683507599800763,0.7208233930961893,0.0,40,8,11,1
-1.0133420088311877,1.4213258741510462,0.04254998126028305,1.3444279939870498,-0.9642183050507468,0.0,28,3,13,0
1.7820842224272608,0.6530416178531834,-0.8084496439453811,-0.9824666109905363,-0.4025377390017681,0.0,26,4,0,0
0.38437110679803654,1.4213258741510462,-0.8084496439453811,-0.9824666109905363,0.15914282704721056,0.0,34,5,5,1
-0.3144854510165756,-0.11524263844467934,-1.6594492691510452,1.3444279939870498,0.7208233930961893,0.0,29,4,14,1
-0.3144854510165756,0.6530416178531834,0.04254998126028305,-0.9824666109905363,0.7208233930961893,0.0,28,5,12,1
-0.3144854510165756,1.4213258741510462,0.8935496064659472,-0.9824666109905363,-0.4025377390017681,0.0,20,3,1,1
-1.0133420088311877,1.4213258741510462,0.04254998126028305,-0.20683507599800763,0.15914282704721056,0.0,30,3,15,1
-1.0133420088311877,0.6530416178531834,1.7445492316716114,0.5687964589945211,-0.9642183050507468,0.0,40,5,9,1
-0.3144854510165756,-1.6518111510404048,0.04254998126028305,1.3444279939870498,0.7208233930961893,0.0,22,3,12,1
-1.0133420088311877,-0.8835268947425421,0.8935496064659472,2.1200595289795787,-2.087579437148704,0.0,24,3,7,1
1.7820842224272608,-0.11524263844467934,-0.8084496439453811,-0.9824666109905363,-2.087579437148704,0.0,26,4,0,0
-1.0133420088311877,0.6530416178531834,0.04254998126028305,-0.20683507599800763,0.7208233930961893,0.0,30,5,10,1
-0.3144854510165756,0.6530416178531834,1.7445492316716114,-0.9824666109905363,-2.087579437148704,0.0,34,5,0,1
-0.3144854510165756,-0.11524263844467934,-1.6594492691510452,1.3444279939870498,0.7208233930961893,0.0,28,3,13,0
-0.3144854510165756,-0.11524263844467934,1.7445492316716114,-0.9824666109905363,0.15914282704721056,0.0,31,5,12,0
-0.3144854510165756,-0.11524263844467934,1.7445492316716114,-0.9824666109905363,0.15914282704721056,0.0,25,5,7,1
-1.0133420088311877,-0.8835268947425421,0.04254998126028305,1.3444279939870498,0.7208233930961893,0.0,26,3,1,0
-0.3144854510165756,1.4213258741510462,0.04254998126028305,-0.9824666109905363,0.15914282704721056,0.0,5,0,3,1
-0.3144854510165756,0.6530416178531834,1.7445492316716114,-0.9824666109905363,-2.087579437148704,0.0,30,3,15,1
-1.0133420088311877,-0.11524263844467934,-0.8084496439453811,1.3444279939870498,0.7208233930961893,0.0,28,3,7,1
1.0832276646126486,-1.6518111510404048,0.04254998126028305,-0.20683507599800763,0.7208233930961893,0.0,23,3,1,0
-0.3144854510165756,-1.6518111510404048,0.04254998126028305,1.3444279939870498,0.7208233930961893,0.0,25,5,6,0
1.0832276646126486,-1.6518111510404048,-0.8084496439453811,0.5687964589945211,0.7208233930961893,0.0,27,5,13,1
-0.3144854510165756,1.4213258741510462,0.8935496064659472,-0.9824666109905363,-0.4025377390017681,0.0,34,6,10,1
-1.0133420088311877,-0.11524263844467934,-0.8084496439453811,1.3444279939870498,0.7208233930961893,0.0,5,0,3,1
-0.3144854510165756,0.6530416178531834,0.04254998126028305,-0.9824666109905363,0.7208233930961893,0.0,24,3,7,1
-0.3144854510165756,0.6530416178531834,-1.6594492691510452,0.5687964589945211,0.7208233930961893,0.0,26,4,0,0
-1.0133420088311877,-0.8835268947425421,0.04254998126028305,1.3444279939870498,0.7208233930961893,0.0,28,4,15,1
-0.3144854510165756,-1.6518111510404048,0.04254998126028305,1.3444279939870498,0.7208233930961893,0.0,37,8,11,1
-1.7121985666458,1.4213258741510462,-0.8084496439453811,0.5687964589945211,0.15914282704721056,0.0,30,3,15,1
-0.3144854510165756,-0.11524263844467934,0.8935496064659472,-0.9824666109905363,0.7208233930961893,0.0,30,4,12,0
1.7820842224272608,-0.11524263844467934,-0.8084496439453811,-0.9824666109905363,0.15914282704721056,0.0,40,5,9,1
0.38437110679803654,-0.8835268947425421,0.8935496064659472,-0.9824666109905363,0.7208233930961893,0.0,28,3,13,0
-1.0133420088311877,0.44713678275443697,-0.8084496439453811,0.7766704092946379,0.7208233930961893,0.0,28,5,12,1
-1.4317184164036423,1.1129815061609094,-0.8084496439453811,0.5687964589945211,0.3845685568223741,0.0,30,4,4,0
1.7820842224272608,0.3105153328938333,-0.8084496439453811,-0.9824666109905363,-1.1537845179597066,0.0,28,5,12,1
1.7820842224272608,0.5762324640055076,-0.04252863463080523,-0.9824666109905363,-2.087579437148704,0.0,28,4,15,1
1.7820842224272608,0.6530416178531834,-0.34827065367878646,-0.9824666109905363,-1.3137259043584406,0.0,26,4,0,0
1.7820842224272608,0.14114043368445667,-0.5244637409381707,-0.9824666109905363,-2.087579437148704,0.0,27,5,12,0
0.5840579319957455,1.3115635471942457,-1.4162900521392503,-0.3176470852823007,-2.087579437148704,0.0,40,8,11,1
1.7820842224272608,-0.11524263844467934,-0.8084496439453811,-0.9824666109905363,0.15914282704721056,0.0,28,5,12,1
1.7820842224272608,0.6097014898137596,-0.8084496439453811,-0.9824666109905363,-0.4975936019207432,0.0,34,5,0,1
0.3086608350239712,-1.6518111510404048,-0.3368535243225325,0.9986260515412743,0.7208233930961893,0.0,26,3,1,0
-0.17474919994382537,-1.6518111510404048,-0.04252863463080523,1.2668842965703835,0.7208233930961893,0.0,28,3,13,0
1.0832276646126486,-1.6518111510404048,-0.34827065367878646,0.14937284702109596,0.7208233930961893,0.0,24,3,7,1
1.0832276646126486,-1.6518111510404048,-0.5244637409381707,0.30996153669653675,0.7208233930961893,0.0,30,3,15,1
1.0832276646126486,-0.33476729235828023,-0.6868700354394837,-0.8716546017062433,0.7208233930961893,0.0,30,4,4,0
1.0832276646126486,-1.6518111510404048,0.04254998126028305,-0.20683507599800763,0.7208233930961893,0.0,26,3,1,0
-0.23563824713704312,-1.6518111510404048,-0.005456251349038974,1.3006733943549078,0.7208233930961893,0.0,37,5,6,1
-0.6354345508360162,1.0058753112727972,1.3537285967325419,-0.27005076495232927,-1.571677081955195,0.0,28,5,12,1
-1.0133420088311877,-0.8835268947425421,1.1775355094731574,1.6023896843836098,-1.3378288707487669,0.0,20,3,1,1
-0.9134985962323332,1.3115635471942457,1.0151292149718447,0.3471724404259351,-1.124709335370771,0.0,26,4,5,1
-1.0133420088311877,0.6166752043745409,1.1906433851414504,0.5687964589945211,-0.5720399847941235,0.0,30,4,4,0
-1.0133420088311877,0.6530416178531834,1.7445492316716114,0.5687964589945211,-0.9642183050507468,0.0,41,8,5,1
-0.8190590277493448,1.2077419076521707,1.1301285470735938,0.1375434210015406,-1.2765140789617084,0.0,30,4,12,0
-1.0133420088311877,-0.741899935976484,0.8412579848684472,2.0723990723523324,-2.018551938784285,0.0,40,8,11,1
-1.0133420088311877,0.6518449907831956,1.7445492316716114,0.5687964589945211,-0.9633434697739457,0.0,25,4,1,0
-1.0133420088311877,0.6590253542308503,1.737921271547501,0.5687964589945211,-0.9642183050507468,0.0,24,3,4,1
